codice,nome,nome_en,pattern,gruppo_target,attrezzo,luogo,muscoli,livello,uso,zone_rischio,adattamento,alternativa,setup,esecuzione,errori,nota_sicurezza,surrogato_attrezzo,nota_surrogato,esecuzione_surrogato,errori_surrogato,gif_slug
EX260,Squat multipower,Smith machine squat,dominante ginocchia,quadricipiti,multipower,palestra,quadricipiti;glutei;core,principiante;intermedio,principale,ginocchia;lombare,Bilanciere guidato; piedi leggermente avanti; non bloccare le ginocchia,EX013,"Bilanciere del multipower sui trapezi, piedi leggermente avanti rispetto alla barra, core attivo",Sblocca e scendi in squat con schiena neutra;Spingi dai talloni per risalire senza bloccare le ginocchia;Espira nella risalita,Ginocchia oltre le punte in modo eccessivo;Schiena arrotondata;Talloni sollevati,Guida controllata; ginocchia allineate ai piedi,elastico,"Squat al multipower reso con elastico calpestato e maniglie alle spalle, squat guidato verticale.","Piedi a larghezza spalle sull'elastico, maniglie alle spalle;Scendi verticale con busto eretto, controllo del ginocchio;Range entro comfort articolare;Risali dai talloni, glutei in chiusura",Busto avanti;Ginocchia instabili;Talloni sollevati;Discesa oltre il fastidio,squat-multipower
EX261,Squat hack machine,Hack machine squat,dominante ginocchia,quadricipiti,macchina,palestra,quadricipiti;glutei,principiante;intermedio,principale,ginocchia;lombare,Schiena e spalle aderenti agli appoggi; piedi sulla pedana,EX260,"Spalle sotto gli appoggi della hack machine, schiena aderente allo schienale inclinato, piedi sulla pedana a larghezza spalle",Sblocca e scendi piegando le ginocchia con schiena aderente;Spingi dai talloni per risalire senza bloccare;Espira nella risalita,Schiena che si stacca dallo schienale;Ginocchia che cedono;Talloni sollevati,Schiena sempre aderente; ginocchia allineate ai piedi,elastico,"Hack squat reso con elastico calpestato e maniglie alle spalle, busto leggermente inclinato indietro per enfasi quadricipiti.","Piedi leggermente avanzati sull'elastico, maniglie alle spalle, busto lievemente indietro;Scendi in squat mantenendo i talloni a terra;Enfasi sui quadricipiti, ginocchia in linea coi piedi;Risali controllato entro il comfort articolare",Talloni che si staccano;Ginocchia oltre il fastidio;Busto troppo inclinato;Perdita di equilibrio,squat-hack-machine
EX262,Squat inverso hack machine,Reverse hack machine squat,dominante ginocchia,quadricipiti,macchina,palestra,quadricipiti;glutei,intermedio,principale,ginocchia;lombare,Rivolto verso la macchina; petto e spalle contro gli appoggi,EX261,"Rivolto verso la hack machine, petto e spalle contro gli appoggi, piedi sulla pedana a larghezza spalle",Scendi piegando le ginocchia col busto sostenuto dalla macchina;Spingi dai talloni per risalire;Espira nella risalita,Busto che si stacca dagli appoggi;Ginocchia che cedono;Talloni sollevati,Busto aderente agli appoggi; ginocchia allineate ai piedi,elastico,"Hack squat inverso reso con elastico calpestato e maniglie alle spalle, busto eretto/leggermente avanti.","Piedi sull'elastico a larghezza spalle, maniglie alle spalle, busto eretto;Scendi in squat con controllo, ginocchia stabili;Range entro comfort del ginocchio;Risali spingendo dai talloni",Busto che crolla;Ginocchia dentro;Talloni sollevati;Range doloroso,squat-inverso-hack-machine
EX263,Squat bilanciere,Barbell squat,dominante ginocchia,quadricipiti,bilanciere,palestra,quadricipiti;glutei;core,intermedio,principale,ginocchia;lombare,Bilanciere sui trapezi; schiena neutra; scendi controllato,EX013,"Bilanciere sui trapezi, piedi a larghezza spalle, punte leggermente extraruotate, core attivo",Scendi in squat con schiena neutra fino a cosce parallele;Spingi dai talloni per risalire;Espira nella risalita,Schiena arrotondata;Ginocchia che cedono;Talloni sollevati,Schiena neutra; ginocchia allineate ai piedi per tutta la discesa,elastico,Back squat con bilanciere reso con elastico calpestato e maniglie portate dietro alle spalle.,"Piedi a larghezza spalle sull'elastico, maniglie dietro alle spalle;Scendi in squat con busto eretto e core attivo;Ginocchia in linea coi piedi, range controllato;Risali dai talloni contraendo i glutei",Busto avanti;Ginocchia che collassano;Talloni che si staccano;Discesa oltre la soglia di fastidio,squat-bilanciere
EX264,Squat bilanciere al rack,Barbell rack squat,dominante ginocchia,quadricipiti,bilanciere,palestra,quadricipiti;glutei;core,intermedio,principale,ginocchia;lombare,Estrai il bilanciere dal rack; scendi controllato; usa i fermi di sicurezza,EX263,"Bilanciere sui trapezi estratto dai supporti del rack, un passo indietro, piedi a larghezza spalle",Scendi in squat con schiena neutra fino a cosce parallele;Spingi dai talloni per risalire;Espira nella risalita,Schiena arrotondata;Ginocchia che cedono;Passi eccessivi in uscita dal rack,Regola i fermi di sicurezza; schiena neutra; ginocchia allineate,elastico,"Back squat al rack reso con elastico calpestato e maniglie dietro alle spalle, stesso schema del back squat libero.","Piedi sull'elastico a larghezza spalle, maniglie dietro alle spalle;Scendi in squat, busto eretto, schiena neutra;Range controllato entro il comfort articolare;Risali dai talloni, glutei in chiusura",Busto che crolla;Ginocchia dentro;Talloni sollevati;Range doloroso,squat-bilanciere-al-rack
EX265,Squat bilanciere landmine,Landmine squat,dominante ginocchia,quadricipiti,bilanciere,palestra,quadricipiti;glutei;core,principiante;intermedio,principale,ginocchia;lombare,Estremita del bilanciere nel landmine; tieni l'altra al petto,EX263,"Un'estremita del bilanciere ancorata al landmine, l'altra tenuta con entrambe le mani al petto, piedi a larghezza spalle",Scendi in squat con schiena neutra;Spingi dai talloni per risalire;Espira nella risalita,Schiena arrotondata;Ginocchia che cedono;Busto troppo in avanti,Busto eretto; ginocchia allineate ai piedi,elastico,"Squat landmine reso con elastico ancorato basso davanti, estremo al petto, squat con leggera assistenza anteriore.","Elastico ancorato basso davanti, estremo tenuto al petto a due mani, piedi a larghezza spalle;Scendi in squat con busto eretto, l'elastico aiuta il controllo;Ginocchia in linea coi piedi, range comodo;Risali spingendo dai talloni",Busto in avanti;Ginocchia dentro;Elastico poco teso;Discesa oltre il fastidio,squat-bilanciere-landmine
EX266,Squat sumo bilanciere,Barbell sumo squat,dominante ginocchia,quadricipiti,bilanciere,palestra,quadricipiti;glutei;adduttori,intermedio,principale,ginocchia;lombare,Stance ampia punte extraruotate; enfasi adduttori e glutei,EX263,"Bilanciere sui trapezi, piedi molto piu larghi delle spalle, punte extraruotate a 45 gradi",Scendi in squat mantenendo le ginocchia in linea con le punte;Spingi dai talloni per risalire;Espira nella risalita,Ginocchia che cedono all'interno;Schiena arrotondata;Stance troppo stretta,Ginocchia sempre in linea con le punte dei piedi,elastico,Squat sumo con bilanciere reso con elastico calpestato a base larga e maniglie alle spalle.,"Piedi larghi e punte extraruotate sull'elastico a base ampia, maniglie alle spalle;Scendi mantenendo le ginocchia verso le punte;Busto eretto, enfasi adduttori e glutei;Risali dai talloni, glutei in chiusura",Ginocchia che cedono dentro;Busto che crolla;Punte e ginocchia non allineate;Range doloroso,squat-sumo-bilanciere
EX267,Squat manubri,Dumbbell squat,dominante ginocchia,quadricipiti,manubri,casa;libero;palestra,quadricipiti;glutei;core,principiante,principale,ginocchia;lombare,Un manubrio per mano lungo i fianchi; schiena neutra,EX013,"In piedi, un manubrio per mano lungo i fianchi, piedi a larghezza spalle, core attivo",Scendi in squat con schiena neutra fino a cosce parallele;Spingi dai talloni per risalire;Espira nella risalita,Schiena arrotondata;Ginocchia che cedono;Talloni sollevati,Manubri fermi lungo i fianchi; schiena neutra,elastico,"Elastico calpestato a larghezza spalle, un capo per mano portato all'altezza delle spalle","Piedi a larghezza spalle sull'elastico, maniglie alle spalle e core attivo;Scendi in squat con busto eretto e ginocchia in linea coi piedi;Range controllato senza cedimenti;Risali dai talloni contraendo i glutei",Busto che si inclina in avanti;Ginocchia che collassano verso l'interno;Talloni che si staccano;Elastico troppo lasco a inizio movimento: si perde tensione nella parte bassa,squat-manubri
EX268,Squat pliometrico manubri,Dumbbell jump squat,cardio_metabolico,quadricipiti,manubri,casa;libero;palestra,quadricipiti;glutei;polpacci,intermedio;avanzato,principale;finisher,ginocchia;lombare,Movimento esplosivo con salto; atterraggio morbido; carico leggero,EX267,"In piedi, un manubrio per mano lungo i fianchi, piedi a larghezza spalle",Scendi in mezzo squat poi esplodi in un salto verticale;Atterra morbido riassorbendo con le ginocchia;Incatena le ripetizioni con ritmo controllato,Atterraggio rigido a ginocchia bloccate;Schiena arrotondata;Ginocchia che cedono all'atterraggio,Atterra morbido piegando le ginocchia; evita se problemi articolari,,,,,squat-pliometrico-manubri
EX269,Squat bulgaro bilanciere,Barbell bulgarian split squat,dominante ginocchia,quadricipiti,bilanciere,palestra,quadricipiti;glutei;ischiocrurali,intermedio;avanzato,principale,ginocchia;lombare,Piede posteriore su panca; bilanciere sui trapezi; una gamba per volta,EX047,"Bilanciere sui trapezi, piede posteriore appoggiato su una panca dietro, gamba anteriore avanti",Scendi piegando la gamba anteriore fino a coscia parallela;Spingi dal tallone anteriore per risalire;Ripeti tutte le ripetizioni poi cambia gamba,Ginocchio anteriore che cede;Busto troppo in avanti;Perdita di equilibrio,Ginocchio anteriore allineato al piede; core attivo per l'equilibrio,elastico+panca,"Bulgarian split squat con bilanciere reso con elastico calpestato dalla gamba avanti, piede posteriore su panca.","Piede posteriore su panca, gamba avanti a distanza utile, elastico sotto il piede avanti con maniglie alle spalle;Scendi in verticale piegando la gamba avanti, busto lievemente inclinato;Ginocchio avanti in linea col piede, range entro comfort;Risali dal tallone avanti, completa il lato",Ginocchio avanti oltre la punta;Busto che crolla;Baricentro troppo avanti;Discesa oltre il fastidio al ginocchio,squat-bulgaro-bilanciere
EX270,Squat bulgaro manubri,Dumbbell bulgarian split squat,dominante ginocchia,quadricipiti,manubri,casa;libero;palestra,quadricipiti;glutei;ischiocrurali,intermedio,principale,ginocchia;lombare,Piede posteriore su panca; un manubrio per mano; una gamba per volta,EX047,"In piedi, piede posteriore su una panca dietro, un manubrio per mano lungo i fianchi, gamba anteriore avanti",Scendi piegando la gamba anteriore fino a coscia parallela;Spingi dal tallone anteriore per risalire;Ripeti poi cambia gamba,Ginocchio anteriore che cede;Busto troppo in avanti;Peso sulla punta,Ginocchio anteriore allineato al piede; peso sul tallone,elastico,"Elastico calpestato con il piede anteriore, un capo per mano alle spalle, piede posteriore appoggiato in alto dietro","Piede anteriore sull'elastico, piede posteriore appoggiato su panca o rialzo, maniglie alle spalle;Scendi piegando la gamba anteriore con busto eretto;Ginocchio anteriore in linea col piede;Risali spingendo dal tallone anteriore",Busto che si inclina in avanti;Ginocchio anteriore che supera troppo la punta del piede;Perdita di equilibrio per fretta;Elastico troppo lasco a inizio movimento: si perde tensione nella parte bassa,squat-bulgaro-manubri
EX271,Curl bilanciere EZ,EZ-Bar Curl,isolamento,bicipiti,bilanciere,palestra;casa,bicipiti;brachiale,principiante,principale,gomito,Impugna sulle pieghe della barra EZ per scaricare i polsi; busto fermo,EX024,"In piedi, bilanciere EZ impugnato sulle pieghe interne a presa semi-supina, braccia distese, busto eretto","Fletti entrambi i gomiti portando la barra verso le spalle;Eccentrica controllata 2-3 sec;Espira nello sforzo, inspira nel ritorno",Slancio del busto;Gomiti che avanzano;Range incompleto,La barra EZ riduce lo stress sui polsi rispetto al bilanciere dritto,,,,,curl-bilanciere-ez
EX272,Squat pistol manubrio,Dumbbell pistol squat,dominante ginocchia,quadricipiti,manubri,casa;libero;palestra,quadricipiti;glutei;core,avanzato,principale,ginocchia;lombare,Un manubrio al petto come contrappeso; una gamba per volta,EX083,"In piedi su una gamba, l'altra distesa avanti, un manubrio tenuto al petto con entrambe le mani",Scendi sulla gamba d'appoggio fino in accosciata completa,gamba libera tesa;Spingi dal tallone per risalire;Ripeti poi cambia gamba,Ginocchio che cede;Tallone che si stacca;Perdita di equilibrio,elastico,"Elastico calpestato con il piede d'appoggio, un capo per mano all'altezza del petto, gamba libera distesa in avanti","In piedi sull'elastico con una gamba, l'altra distesa in avanti e maniglie al petto;Scendi lentamente sulla gamba d'appoggio mantenendo il busto eretto;Ginocchio in linea col piede;Risali spingendo dal tallone",Ginocchio che collassa verso l'interno;Perdere il controllo nella discesa;Tallone che si stacca;Elastico troppo lasco a inizio movimento: si perde tensione nella parte bassa,squat-pistol-manubrio
EX273,Squat profondo bilanciere,Barbell deep squat,dominante ginocchia,quadricipiti,bilanciere,palestra,quadricipiti;glutei;ischiocrurali,avanzato,principale,ginocchia;lombare,Accosciata sotto il parallelo; richiede mobilita di caviglia e anca,EX263,"Bilanciere sui trapezi, piedi a larghezza spalle, punte leggermente extraruotate",Scendi in squat sotto il parallelo mantenendo la schiena neutra;Spingi dai talloni per risalire;Espira nella risalita,Schiena che si arrotonda in basso (butt wink);Talloni sollevati;Ginocchia che cedono,Scendi in profondita solo se mantieni la schiena neutra e i talloni a terra,elastico,"Squat profondo con bilanciere reso con elastico calpestato e maniglie alle spalle, range profondo entro il comfort.","Piedi a larghezza spalle sull'elastico, maniglie alle spalle;Scendi in squat profondo mantenendo talloni a terra e schiena neutra;Vai in profondità solo se il ginocchio non dà fastidio;Risali dai talloni, glutei in chiusura",Schiena che si arrotonda in basso (butt wink);Talloni sollevati;Profondità oltre il fastidio al ginocchio;Ginocchia dentro,squat-profondo-bilanciere
EX274,Squat manubri seduto su panca,Dumbbell box/bench squat,dominante ginocchia,quadricipiti,manubri,casa;libero;palestra,quadricipiti;glutei,principiante,principale,ginocchia;lombare,Sfiora la panca a fine discesa; un manubrio per mano; controlla la profondita,EX267,"In piedi davanti a una panca, un manubrio per mano lungo i fianchi, piedi a larghezza spalle",Scendi in squat fino a sfiorare la panca con i glutei;Spingi dai talloni per risalire senza sederti del tutto;Espira nella risalita,Lasciarsi cadere sulla panca;Schiena arrotondata;Talloni sollevati,Sfiora la panca senza rilassarti; mantieni la tensione,elastico,"Elastico calpestato a larghezza spalle, un capo per mano alle spalle, panca dietro come riferimento","Piedi a larghezza spalle sull'elastico, panca dietro, maniglie alle spalle;Scendi controllando fino a sfiorare la panca senza sederti del tutto;Busto eretto e core attivo;Risali dai talloni contraendo i glutei",Lasciarsi cadere sulla panca;Busto che si inclina in avanti;Talloni che si staccano;Elastico troppo lasco a inizio movimento: si perde tensione nella parte bassa,squat-manubri-seduto-su-panca
EX275,Squat sumo corpo libero braccia distese,Bodyweight sumo squat with arms down,dominante ginocchia,quadricipiti,corpo libero,casa;libero;palestra,quadricipiti;glutei;adduttori,principiante,principale,ginocchia,Stance ampia punte extraruotate; braccia distese avanti per bilanciare,EX276,"In piedi, piedi molto piu larghi delle spalle, punte extraruotate, braccia distese in avanti",Scendi mantenendo le ginocchia in linea con le punte;Spingi dai talloni per risalire;Espira nella risalita,Ginocchia che cedono all'interno;Busto troppo in avanti;Stance troppo stretta,Ginocchia sempre in linea con le punte dei piedi,,,,,squat-sumo-corpo-libero-braccia-distese
EX276,Squat sumo corpo libero mani al petto,Bodyweight sumo squat with hands to chest,dominante ginocchia,quadricipiti,corpo libero,casa;libero;palestra,quadricipiti;glutei;adduttori,principiante,principale,ginocchia,Stance ampia punte extraruotate; mani unite al petto,EX275,"In piedi, piedi molto piu larghi delle spalle, punte extraruotate, mani unite davanti al petto",Scendi mantenendo le ginocchia in linea con le punte;Spingi dai talloni per risalire;Espira nella risalita,Ginocchia che cedono all'interno;Busto troppo in avanti;Stance troppo stretta,Ginocchia sempre in linea con le punte dei piedi,,,,,squat-sumo-corpo-libero-mani-al-petto
EX277,Squat sumo bilanciere frontale,Wide-stance barbell front squat,dominante ginocchia,quadricipiti,bilanciere,palestra,quadricipiti;glutei;adduttori;core,intermedio,principale,ginocchia;polsi,Stance ampia; bilanciere in front rack; gomiti alti,EX275,"Bilanciere in front rack sui deltoidi anteriori, gomiti alti, piedi molto piu larghi delle spalle, punte extraruotate",Scendi mantenendo le ginocchia in linea con le punte e il busto verticale;Spingi dai talloni per risalire;Espira nella risalita,Gomiti che si abbassano;Ginocchia che cedono;Busto in avanti,Gomiti alti; busto verticale; ginocchia in linea con le punte,elastico+manubri,"Squat sumo frontale con bilanciere reso con elastico calpestato a base larga e manubrio al petto (goblet), busto eretto.","Piedi larghi punte extraruotate sull'elastico, manubrio verticale al petto;Scendi mantenendo busto eretto e ginocchia verso le punte;Enfasi adduttori, glutei e core;Risali dai talloni contraendo i glutei",Busto che crolla;Ginocchia dentro;Punte disallineate;Range doloroso al ginocchio,squat-sumo-bilanciere-frontale
EX278,Squat sumo manubrio,Dumbbell sumo squat,dominante ginocchia,quadricipiti,manubri,casa;libero;palestra,quadricipiti;glutei;adduttori,principiante,principale,ginocchia;lombare,Stance ampia; un manubrio tenuto verticale davanti; punte extraruotate,EX275,"In piedi con stance ampia, punte extraruotate, un manubrio tenuto verticale con entrambe le mani davanti al corpo",Scendi in squat sumo mantenendo le ginocchia in linea con le punte;Spingi dai talloni per risalire;Espira nella risalita,Ginocchia che cedono all'interno;Busto in avanti;Stance troppo stretta,Ginocchia in linea con le punte; busto eretto,elastico,"Elastico calpestato a gambe larghe, un capo per mano all'altezza del petto, punte dei piedi ruotate all'esterno","Piedi larghi con punte ruotate all'esterno sull'elastico, maniglie al petto;Scendi tenendo le ginocchia aperte in linea con le punte;Busto eretto e core attivo;Risali contraendo glutei e adduttori",Ginocchia che collassano verso l'interno;Busto che si inclina in avanti;Escursione oltre il fastidio all'anca;Elastico troppo lasco a inizio movimento: si perde tensione nella parte bassa,squat-sumo-manubrio
EX279,Stacco gambe tese multipower,Smith machine stiff-leg deadlift,dominante anca,ischiocrurali,multipower,palestra,ischiocrurali;glutei;dorsali,intermedio,principale,lombare;ischiocrurali,Bilanciere guidato; gambe quasi tese; schiena neutra,EX280,"In piedi al multipower, bilanciere davanti alle cosce, gambe quasi tese, schiena neutra",Spingi il bacino indietro facendo scendere il bilanciere lungo le gambe;Scendi finche senti tirare i femorali;Risali spingendo il bacino avanti,Schiena arrotondata;Piegare troppo le ginocchia;Bilanciere lontano dalle gambe,Schiena neutra; movimento dall'anca; gambe quasi tese,elastico,"Stacco gambe tese al multipower reso con elastico calpestato e maniglie ai lati, hip hinge a gambe quasi tese.","Piedi a larghezza anche sull'elastico, maniglie ai lati delle cosce;Hip hinge scendendo con gambe quasi tese, schiena neutra;Scendi fino allungamento ischiocrurali;Risali estendendo l'anca, gluteo in chiusura",Schiena curva: rischio lombare;Ginocchia troppo piegate;Elastico lasco in basso;Iperestensione in chiusura,stacco-gambe-tese-multipower
EX280,Stacco gambe tese bilanciere,Barbell stiff-leg deadlift,dominante anca,ischiocrurali,bilanciere,palestra,ischiocrurali;glutei;dorsali,intermedio,principale,lombare;ischiocrurali,Gambe quasi tese; schiena neutra; scendi finche i femorali lo permettono,EX281,"In piedi, bilanciere davanti alle cosce a presa prona, gambe quasi tese, schiena neutra",Spingi il bacino indietro facendo scendere il bilanciere lungo le gambe;Scendi finche senti tirare i femorali;Risali spingendo il bacino avanti,Schiena arrotondata;Piegare le ginocchia;Bilanciere lontano dal corpo,Schiena neutra; gambe quasi tese per tutto il movimento,elastico,"Stacco gambe tese con bilanciere reso con elastico calpestato e maniglie ai lati, hip hinge a gambe quasi tese.","Piedi a larghezza anche sull'elastico, una maniglia per mano ai lati;Hip hinge: bacino indietro, gambe quasi tese, schiena neutra;Scendi fino allungamento ischiocrurali controllato;Risali di anca, glutei contratti",Schiena che si curva;Ginocchia che si piegano troppo;Tensione persa in basso;Iperestensione lombare in chiusura,stacco-gambe-tese-bilanciere
EX281,Stacco gambe tese manubri,Dumbbell stiff-leg deadlift,dominante anca,ischiocrurali,manubri,casa;libero;palestra,ischiocrurali;glutei;dorsali,intermedio,principale,lombare;ischiocrurali,Un manubrio per mano; gambe quasi tese; schiena neutra,EX280,"In piedi, un manubrio per mano davanti alle cosce, gambe quasi tese, schiena neutra",Spingi il bacino indietro facendo scendere i manubri lungo le gambe;Scendi finche senti tirare i femorali;Risali spingendo il bacino avanti,Schiena arrotondata;Piegare le ginocchia;Manubri lontani dalle gambe,Schiena neutra; gambe quasi tese; manubri vicini al corpo,elastico,"Elastico calpestato a larghezza anche, un capo per mano, braccia distese davanti alle cosce","Piedi a larghezza anche sull'elastico, braccia distese e schiena neutra;Fletti dalle anche con le gambe quasi tese;Scendi fino a sentire l'allungamento degli ischiocrurali;Risali contraendo glutei e ischiocrurali",Curvare la schiena;Piegare troppo le ginocchia;Elastico troppo lasco a inizio movimento: si perde tensione nella parte bassa;Scendere oltre il punto in cui la schiena perde la neutralita,stacco-gambe-tese-manubri
EX282,Stacco da terra bilanciere,Barbell deadlift,dominante anca,glutei,bilanciere,palestra,glutei;ischiocrurali;dorsali;quadricipiti,intermedio,principale,lombare;ginocchia,Bilanciere a terra vicino agli stinchi; schiena neutra; spinta di gambe e anche,EX283,"In piedi, bilanciere a terra vicino agli stinchi, presa prona a larghezza spalle, schiena neutra, petto alto",Spingi da gambe e anche sollevando il bilanciere lungo il corpo;Estendi fino a stazione eretta;Scendi controllato invertendo il movimento,Schiena arrotondata;Bacino che sale prima del petto;Bilanciere lontano dagli stinchi,Schiena neutra; bilanciere vicino al corpo; petto e bacino salgono insieme,elastico,"Stacco da terra con bilanciere reso con elastico calpestato e maniglie ai lati, hip hinge completo.","Piedi a larghezza anche sull'elastico, maniglie ai lati;Hip hinge scendendo con schiena neutra e core attivo;Ginocchia che si piegano quel tanto da raggiungere la tensione;Risali estendendo anca e ginocchia insieme, glutei in chiusura",Schiena curva: rischio lombare;Bacino che sale prima delle spalle;Elastico poco teso;Iperestensione in chiusura,stacco-da-terra-bilanciere
EX283,Stacco da terra manubri,Dumbbell deadlift,dominante anca,glutei,manubri,casa;libero;palestra,glutei;ischiocrurali;dorsali;quadricipiti,principiante,principale,lombare;ginocchia,Un manubrio per mano a terra; schiena neutra; spinta di gambe e anche,EX282,"In piedi, un manubrio per mano a terra ai lati dei piedi, schiena neutra, petto alto",Spingi da gambe e anche sollevando i manubri lungo il corpo;Estendi fino a stazione eretta;Scendi controllato,Schiena arrotondata;Bacino che sale prima del petto;Manubri lontani dal corpo,Schiena neutra; manubri vicini alle gambe,,,,,stacco-da-terra-manubri
EX284,Stacco da terra trap bar,Trap bar deadlift,dominante anca,glutei,trap bar,palestra,glutei;ischiocrurali;quadricipiti;dorsali,principiante,principale,lombare;ginocchia,Dentro la trap bar; presa neutra ai lati; schiena neutra,EX282,"In piedi dentro la trap bar, presa neutra alle maniglie laterali, schiena neutra, petto alto",Spingi da gambe e anche sollevando la trap bar;Estendi fino a stazione eretta;Scendi controllato,Schiena arrotondata;Bacino che sale prima del petto;Ginocchia che cedono,Schiena neutra; la presa neutra riduce lo stress lombare,,,,,stacco-da-terra-trap-bar
EX285,Stacco da terra macchina presa neutra,Machine low-pulley deadlift with neutral grip,dominante anca,glutei,macchina,palestra,glutei;ischiocrurali;dorsali;quadricipiti,principiante,principale,lombare;ginocchia,Macchina con carrucola bassa; presa neutra; schiena neutra,EX282,"In piedi alla macchina low-pulley, presa neutra alla barra, schiena neutra, petto alto",Spingi da gambe e anche sollevando il carico lungo il corpo;Estendi fino a stazione eretta;Scendi controllato,Schiena arrotondata;Bacino che sale prima del petto;Strappo iniziale,Schiena neutra; movimento fluido senza strappi,elastico,"Stacco alla macchina a presa neutra reso con elastico calpestato e maniglie ai lati (presa neutra), hip hinge completo.","Piedi a larghezza anche sull'elastico, maniglie ai lati con palmi rivolti al corpo;Hip hinge con schiena neutra e core attivo;Scendi fino a tensione, ginocchia semipiegate;Risali estendendo anca e ginocchia, glutei contratti",Schiena che si arrotonda;Spalle che cedono avanti;Elastico lasco;Iperestensione lombare in cima,stacco-da-terra-macchina-presa-neutra
EX286,Stacco rumeno manubri,Dumbbell romanian deadlift,dominante anca,ischiocrurali,manubri,casa;libero;palestra,ischiocrurali;glutei;dorsali,intermedio,principale,lombare;ischiocrurali,Un manubrio per mano; gambe leggermente flesse; schiena neutra,EX018,"In piedi, un manubrio per mano davanti alle cosce, ginocchia leggermente flesse, schiena neutra",Spingi il bacino indietro facendo scendere i manubri lungo le gambe;Scendi finche senti tirare i femorali;Risali spingendo il bacino avanti,Schiena arrotondata;Manubri lontani dalle gambe;Flettere troppo le ginocchia,Schiena neutra; movimento dall'anca; manubri vicini al corpo,elastico,"Elastico calpestato a larghezza anche, un capo per mano, braccia distese davanti alle cosce","Piedi a larghezza anche sull'elastico, braccia distese e schiena neutra;Spingi il bacino indietro con le ginocchia leggermente piegate;Scendi mantenendo l'elastico vicino alle gambe;Risali spingendo il bacino in avanti e contraendo i glutei",Curvare la schiena;Trasformare il movimento in uno squat;Elastico troppo lasco a inizio movimento: si perde tensione nella parte bassa;Allontanare l'elastico dalle gambe,stacco-rumeno-manubri
EX287,Stacco rumeno una gamba palla medica,Single-leg romanian deadlift with medicine ball,dominante anca,ischiocrurali,palla medica,casa;libero;palestra,ischiocrurali;glutei;core,intermedio,principale,lombare;equilibrio,Una gamba per volta; palla al petto; gamba libera si estende indietro,EX288,"In piedi su una gamba, palla medica tenuta al petto, gamba libera pronta a estendersi indietro",Spingi il bacino indietro inclinando il busto avanti e la gamba libera indietro;Scendi finche il busto e la gamba sono paralleli a terra;Risali controllato;Ripeti poi cambia gamba,Schiena arrotondata;Perdita di equilibrio;Ruotare il bacino,Bacino orizzontale; busto e gamba in linea; movimento lento e controllato,,,,,stacco-rumeno-una-gamba-palla-medica
EX288,Stacco rumeno una gamba multipower,Smith machine unilateral romanian deadlift,dominante anca,ischiocrurali,multipower,palestra,ischiocrurali;glutei;dorsali,intermedio,principale,lombare;equilibrio,Bilanciere guidato; una gamba per volta; gamba libera indietro,EX289,"In piedi al multipower su una gamba, bilanciere davanti alle cosce, gamba libera pronta a estendersi indietro",Spingi il bacino indietro facendo scendere il bilanciere e la gamba libera indietro;Scendi finche senti tirare il femorale;Risali controllato;Ripeti poi cambia gamba,Schiena arrotondata;Bacino che ruota;Perdita di equilibrio,Bacino orizzontale; schiena neutra; la guida aiuta la stabilita,elastico,"Stacco rumeno unilaterale al multipower reso con elastico calpestato dalla gamba d'appoggio, maniglia controlaterale.","Elastico sotto il piede d'appoggio, maniglia nella mano opposta, gamba libera che si estende dietro;Hip hinge su una gamba, busto e gamba libera in linea, schiena neutra;Scendi fino allungamento ischiocrurale della gamba d'appoggio;Risali di anca, gluteo contratto, completa il lato",Perdita di equilibrio;Schiena curva;Rotazione del bacino;Ginocchio d'appoggio che collassa,stacco-rumeno-una-gamba-multipower
EX289,Stacco rumeno una gamba bilanciere,Barbell unilateral romanian deadlift,dominante anca,ischiocrurali,bilanciere,palestra,ischiocrurali;glutei;dorsali,avanzato,principale,lombare;equilibrio,Una gamba per volta; bilanciere; richiede equilibrio,EX288,"In piedi su una gamba, bilanciere davanti alle cosce a presa prona, gamba libera pronta indietro",Spingi il bacino indietro facendo scendere il bilanciere lungo la gamba e la gamba libera indietro;Scendi finche senti tirare il femorale;Risali controllato;Ripeti poi cambia gamba,Schiena arrotondata;Bacino che ruota;Perdita di equilibrio,Bacino orizzontale; schiena neutra; bilanciere vicino alla gamba,elastico,Stacco rumeno unilaterale con bilanciere reso con elastico calpestato dalla gamba d'appoggio.,"Elastico sotto il piede d'appoggio, gamba libera dietro;Hip hinge monopodalico, busto e gamba in linea, schiena neutra;Scendi fino allungamento ischiocrurale;Risali estendendo l'anca, gluteo in chiusura, completa il lato",Instabilità;Schiena che si curva;Bacino che ruota;Ginocchio d'appoggio dentro,stacco-rumeno-una-gamba-bilanciere
EX290,Stacco rumeno una gamba kettlebell,Single-leg kettlebell romanian deadlift,dominante anca,ischiocrurali,kettlebell,casa;libero;palestra,ischiocrurali;glutei;core,intermedio,principale,lombare;equilibrio,Kettlebell nella mano opposta alla gamba d'appoggio; gamba libera indietro,EX291,"In piedi su una gamba, kettlebell nella mano opposta, gamba libera pronta a estendersi indietro",Spingi il bacino indietro facendo scendere la kettlebell e la gamba libera indietro;Scendi finche senti tirare il femorale;Risali controllato;Ripeti poi cambia gamba,Schiena arrotondata;Bacino che ruota;Perdita di equilibrio,Bacino orizzontale; schiena neutra; movimento controllato,,,,,stacco-rumeno-una-gamba-kettlebell
