codice	nome	nome_en	pattern	gruppo_target	attrezzo	luogo	muscoli	livello	uso	zone_rischio	adattamento	alternativa	setup	esecuzione	errori	nota_sicurezza	surrogato_attrezzo	nota_surrogato	esecuzione_surrogato	errori_surrogato	gif_slug
EX484	Rematore manubrio un braccio appoggio su panca inclinata	Dumbbell one arm row knee on bench	tirata orizzontale	dorsali	panca	casa;libero;palestra	gran dorsale;romboidi;bicipiti;trapezio medio	principiante;intermedio	principale	lombare;spalle	lombare: schiena neutra e parallela al suolo, il triplo appoggio (ginocchio, mano, piede) stabilizza. spalle: gomito lungo il corpo	EX011	Ginocchio e mano dello stesso lato in appoggio sulla panca, altro piede a terra, schiena neutra e parallela al suolo, manubrio nella mano libera a braccio disteso	Tirata verso il fianco portando il gomito indietro lungo il corpo;Contrai il dorsale in chiusura;Discesa controllata 3 sec fino al massimo allungamento;Completa le ripetizioni, poi cambia lato	Ruotare il busto per aiutarsi;Tirare con il bicipite;Slanciare il manubrio	La schiena resta parallela al suolo e non ruota: il triplo appoggio serve proprio a evitare compensi	elastico+panca	Elastico sotto i piedi con petto in appoggio sulla panca inclinata: riproduce il rematore chest supported senza carico lombare	Petto in appoggio sulla panca inclinata, elastico ancorato basso o sotto i piedi, maniglie in mano a braccia distese;Tira le maniglie verso il petto portando i gomiti indietro;Contrai le scapole in chiusura, petto sempre in appoggio;Ritorno lento 3 sec mantenendo la tensione	Staccare il petto dalla panca per aiutarsi;Tirare con i bicipiti;Elastico troppo corto che limita il range;Ritorno di scatto	rematore-manubrio-un-braccio-appoggio-su-panca-inclinata
EX485	Rematore manubrio un braccio appoggio su panca piana	Dumbbell one arm row hand on bench	tirata orizzontale	dorsali	panca	casa;libero;palestra	gran dorsale;romboidi;bicipiti;obliqui;erettori spinali	intermedio	principale	lombare;spalle	lombare: entrambi i piedi a terra, schiena neutra, core contratto. richiede piu stabilita della versione con ginocchio in appoggio	EX011	In piedi di fianco alla panca, entrambi i piedi a terra, una mano in appoggio sulla panca, busto flesso e schiena neutra, manubrio nella mano libera a braccio disteso	Tirata verso il fianco portando il gomito indietro lungo il corpo;Contrai il dorsale in chiusura;Discesa controllata 3 sec;Completa le ripetizioni, poi cambia lato	Ruotare il busto;Arrotondare la schiena;Tirare con il bicipite	Con entrambi i piedi a terra il core lavora di piu rispetto alla versione con ginocchio sulla panca	elastico+panca	Elastico sotto i piedi con petto in appoggio sulla panca inclinata: riproduce il rematore chest supported senza carico lombare	Petto in appoggio sulla panca inclinata, elastico ancorato basso o sotto i piedi, maniglie in mano a braccia distese;Tira le maniglie verso il petto portando i gomiti indietro;Contrai le scapole in chiusura, petto sempre in appoggio;Ritorno lento 3 sec mantenendo la tensione	Staccare il petto dalla panca per aiutarsi;Tirare con i bicipiti;Elastico troppo corto che limita il range;Ritorno di scatto	rematore-manubrio-un-braccio-appoggio-su-panca-piana
EX487	Scrollate barra cavo basso	Cable low pulley bar shrug	isolamento	trapezi	cavo basso	casa;palestra	trapezio superiore;elevatore della scapola	principiante;intermedio	finisher	cervicale;spalle	cervicale: solo elevazione verticale, mai rotazione delle spalle. il cavo mantiene tensione costante	EX070	In piedi davanti alla puleggia bassa, barra dritta con presa prona larghezza spalle, braccia distese lungo il corpo, busto eretto	Eleva le spalle verticalmente verso le orecchie;Pausa 1-2 sec in massima contrazione;Discesa controllata 3 sec fino al massimo allungamento;Braccia sempre distese	Ruotare le spalle in circolo;Piegare i gomiti trasformandolo in una tirata;Flettere il collo in avanti	Cervicale: il movimento e solo verticale. Le rotazioni delle spalle sono inutili e potenzialmente dannose	elastico	Elastico sotto i piedi, maniglie in mano lungo i fianchi: elevazione verticale delle spalle contro resistenza crescente	In piedi sopra l'elastico, maniglie in mano lungo i fianchi, braccia distese, busto eretto;Eleva le spalle verticalmente verso le orecchie contro la resistenza;Pausa 1-2 sec in massima contrazione;Discesa lenta 3 sec senza far collassare l'elastico	Piegare i gomiti trasformandolo in una tirata;Ruotare le spalle in circolo;Slanciare con le gambe;Elastico troppo corto che impedisce l'allungamento	scrollate-barra-cavo-basso
EX488	Scrollate barra cavo basso presa stretta	Cable low pulley bar shrug close grip	isolamento	trapezi	cavo basso	casa;palestra	trapezio superiore;elevatore della scapola	principiante;intermedio	finisher	cervicale;spalle;polso	cervicale: solo elevazione verticale. polso: presa stretta, non iperestendere	EX070	In piedi davanti alla puleggia bassa, barra dritta con presa prona stretta davanti alle cosce, braccia distese, busto eretto	Eleva le spalle verticalmente;Pausa 1-2 sec in contrazione;Discesa controllata 3 sec;Braccia sempre distese	Ruotare le spalle;Piegare i gomiti;Slanciare con le gambe	La presa stretta cambia leggermente l'angolo di lavoro: alterna con la presa larga per stimoli diversi	elastico	Elastico sotto i piedi, maniglie in mano lungo i fianchi: elevazione verticale delle spalle contro resistenza crescente	In piedi sopra l'elastico, maniglie in mano lungo i fianchi, braccia distese, busto eretto;Eleva le spalle verticalmente verso le orecchie contro la resistenza;Pausa 1-2 sec in massima contrazione;Discesa lenta 3 sec senza far collassare l'elastico	Piegare i gomiti trasformandolo in una tirata;Ruotare le spalle in circolo;Slanciare con le gambe;Elastico troppo corto che impedisce l'allungamento	scrollate-barra-cavo-basso-presa-stretta
EX492	Scrollate manubri panca inclinata	Dumbbell shrug prone incline bench	isolamento	trapezi	panca inclinata	casa;palestra	trapezio medio;trapezio superiore;romboidi	intermedio	finisher	spalle;cervicale	spalle: petto in appoggio, il movimento e una retrazione scapolare piu che un'elevazione. lombare protetta	EX070	Panca inclinata a 30-45 gradi, petto in appoggio sullo schienale, manubri con presa neutra a braccia distese verso il basso	Retrai e solleva le scapole verso l'alto tenendo le braccia distese;Pausa 1-2 sec in contrazione;Discesa controllata 3 sec;Petto sempre in appoggio	Piegare i gomiti trasformandolo in un rematore;Staccare il petto dalla panca;Slanciare i manubri	Braccia sempre distese: se pieghi i gomiti diventa un rematore. Qui lavora il trapezio medio, non il superiore	elastico	Elastico sotto i piedi, maniglie in mano lungo i fianchi: elevazione verticale delle spalle contro resistenza crescente	In piedi sopra l'elastico, maniglie in mano lungo i fianchi, braccia distese, busto eretto;Eleva le spalle verticalmente verso le orecchie contro la resistenza;Pausa 1-2 sec in massima contrazione;Discesa lenta 3 sec senza far collassare l'elastico	Piegare i gomiti trasformandolo in una tirata;Ruotare le spalle in circolo;Slanciare con le gambe;Elastico troppo corto che impedisce l'allungamento	scrollate-manubri-panca-inclinata
EX495	Tirate al mento barra cavo basso	Cable low pulley bar upright row	isolamento	trapezi	cavo basso	casa;palestra	trapezio superiore;deltoide laterale;bicipiti	intermedio	finisher	spalle;polso	spalle: NON superare l'altezza delle spalle con i gomiti, rischio di impingement. se senti fastidio, fermati al petto	EX496	In piedi davanti alla puleggia bassa, barra dritta con presa prona larghezza spalle, braccia distese davanti alle cosce, busto eretto	Tirata verticale della barra lungo il corpo portando i gomiti in alto;Ferma i gomiti all'altezza delle spalle, mai sopra;Discesa controllata 3 sec;Barra sempre vicina al corpo	Portare i gomiti sopra la linea delle spalle;Allontanare la barra dal corpo;Slanciare con le gambe	Spalle: mai portare i gomiti sopra la linea delle spalle. Oltre quel punto il rischio di impingement e alto	elastico	Elastico sotto i piedi, tirata verticale delle maniglie lungo il corpo fino all'altezza delle spalle	In piedi sopra l'elastico, maniglie in mano davanti alle cosce, braccia distese, busto eretto;Tira le maniglie verticalmente lungo il corpo portando i gomiti in alto;Ferma i gomiti all'altezza delle spalle, mai sopra;Discesa lenta 3 sec senza far collassare l'elastico	Portare i gomiti sopra la linea delle spalle;Allontanare le maniglie dal corpo;Slanciare con le gambe;Elastico troppo teso che forza la traiettoria	tirate-al-mento-barra-cavo-basso
EX500	Tirate al viso cavi alti incrociati	Cable high pulley face pull handles	isolamento	deltoidi posteriori	maniglie	casa;palestra	deltoide posteriore;trapezio medio;romboidi;cuffia dei rotatori	intermedio	finisher;riscaldamento	spalle;cervicale	spalle: le maniglie separate permettono maggiore libertà di rotazione esterna. carichi leggeri	EX058	In piedi al centro del cable crossover, cavi alti regolati all'altezza del viso, una maniglia per mano con presa neutra, braccia distese in avanti	Tira le maniglie verso il viso separando le mani ai lati della testa;Gomiti alti, sopra la linea delle mani;Ruota esternamente le spalle in chiusura;Ritorno controllato 3 sec	Tirare verso il petto;Abbassare i gomiti;Carichi eccessivi che compromettono la rotazione esterna	Le maniglie separate consentono piu rotazione esterna della corda: ancora meglio per la salute della cuffia	elastico	Elastico ancorato all'altezza del viso, tirata verso la fronte con gomiti alti: riproduce il face pull	Elastico ancorato all'altezza del viso, maniglie in mano con presa neutra, braccia distese in avanti;Tira verso la fronte aprendo le mani ai lati della testa;Gomiti alti sopra la linea delle mani, ruota esternamente le spalle;Ritorno lento 3 sec mantenendo la tensione	Tirare verso il petto anziche verso il viso;Gomiti bassi;Elastico troppo teso che impedisce la rotazione esterna;Ritorno di scatto	tirate-al-viso-cavi-alti-incrociati
EX503	Tirate verticali elastico in ginocchio	Kneeling band pulldown handles	tirata verticale	dorsali	elastico	casa;libero;palestra	gran dorsale;romboidi;trapezio medio;bicipiti;core	principiante	principale;riscaldamento	spalle;lombare	lombare: core contratto, busto eretto. l'elastico consente carico progressivo senza stress articolare	EX502	Elastico ancorato in alto, in ginocchio sotto l'ancoraggio, maniglie impugnate con presa neutra, braccia distese sopra la testa, busto eretto, core contratto	Tirata verso il basso portando i gomiti lungo i fianchi;Contrai le scapole in chiusura;Risalita controllata senza far collassare l'elastico;Busto eretto e immobile	Sedersi sui talloni;Inclinare il busto indietro;Rilasciare bruscamente l'elastico	Alternativa casalinga alla lat machine: aumenta la resistenza usando un elastico piu spesso o accorciandolo					tirate-verticali-elastico-in-ginocchio
EX504	Tirate verticali un braccio cavo alto in ginocchio	One arm kneeling cable lat pulldown	tirata verticale	dorsali	cavo alto	casa;palestra	gran dorsale;romboidi;bicipiti;obliqui;core	intermedio	principale;finisher	spalle;lombare	lombare: core contratto, busto eretto, non ruotare. spalle: sfrutta l'allungamento completo in alto	EX502	In ginocchio davanti al cavo alto, maniglia singola con presa neutra, braccio disteso sopra la testa, busto eretto, core contratto	Tirata verso il basso portando il gomito lungo il fianco;Contrai il dorsale in chiusura;Risalita controllata 3 sec fino al massimo allungamento;Completa le ripetizioni, poi cambia braccio	Ruotare il busto per aiutarsi;Sedersi sui talloni;Tirare con il bicipite	Il lavoro unilaterale in ginocchio richiede molto core: se il busto ruota, riduci il carico	elastico	Elastico ancorato in alto (porta o gancio), in ginocchio o seduto sotto l'ancoraggio: riproduce la tirata verticale della lat machine	Elastico ancorato sopra la testa, maniglie in mano, braccia distese in alto, core contratto;Tira i gomiti verso il basso-indietro portando le maniglie all'altezza del petto;Contrai i dorsali e abbassa le scapole a fine tirata, busto fermo;Ritorno lento 3 sec controllando l'eccentrica, senza far collassare l'elastico	Tirare solo di braccia senza attivare i dorsali;Spalle che salgono verso le orecchie;Busto che oscilla avanti e indietro;Ritorno di scatto che vanifica l'eccentrica	tirate-verticali-un-braccio-cavo-alto-in-ginocchio
EX511	Trazioni sbarra presa inversa stretta	Close grip pull-up	tirata verticale	dorsali	sbarra	casa;libero;palestra	gran dorsale;bicipiti;romboidi;trapezio medio;core	intermedio;avanzato	principale	spalle;gomito;polso	spalle: la presa stretta prona puo essere scomoda per i polsi. gomito: maggiore coinvolgimento dei bicipiti	EX508	Appeso alla sbarra con presa prona stretta, mani vicine, braccia distese, gambe leggermente flesse dietro, core contratto	Tirata verso l'alto fino a portare il mento sopra la sbarra;Gomiti che scendono vicini al corpo;Discesa controllata 3 sec;Corpo senza oscillazioni	Non completare la distensione;Usare slancio;Aprire i gomiti lateralmente	La presa stretta enfatizza la parte bassa del dorsale ma stressa i polsi: se senti fastidio, passa alla presa neutra	elastico	Trazioni rese con elastico ancorato in alto tirato verso il petto, oppure trazioni assistite con elastico alla sbarra	Elastico ancorato in alto sopra la testa, maniglie in mano a braccia distese;Tira i gomiti verso il basso-indietro portando le maniglie al petto, scapole che si abbassano;Contrai i dorsali a fine trazione, busto fermo;Ritorno lento 3 sec controllando l'eccentrica	Tirare solo di braccia senza attivare i dorsali;Spalle che salgono verso le orecchie;Busto che oscilla;Ritorno di scatto	trazioni-sbarra-presa-inversa-stretta
EX574	Trazioni sbarra a corpo capovolto	Inverted hang sit up	flessione	dorsali	corpo libero;sbarra	palestra;libero	retto addominale;flessori dell'anca	avanzato	skill	cervicale;lombari;pressione	pressione: se avverti pulsazioni alla testa o vertigini interrompi subito e scendi lentamente	EX150	Appeso a testa in giù con le ginocchia agganciate saldamente alla sbarra, braccia incrociate al petto, corpo disteso	Fletti il busto risalendo verso le ginocchia;Sali con il controllo degli addominali, senza slancio;Scendi lentamente fino alla posizione distesa;Espira nella salita	Slanciare le braccia per aiutarsi;Discesa non controllata;Restare appesi troppo a lungo tra le serie	Verifica sempre la tenuta dell'aggancio prima di lasciare le mani. Posizione invertita: sconsigliata con ipertensione, problemi cervicali o disturbi dell'equilibrio. Fai assistere qualcuno le prime volte					trazioni-sbarra-a-corpo-capovolto
